site_ID,lat,lon,site_type
ABBT0143001,56.65,-115.25,311
ABBT0141915,56.89,-115.95,311
ABBT0141914,56.9,-115.94,311
ABBT0134829,56.6,-115.25,311
ABBT0131028,56.59,-115.28,311
ABBT0155358,56.47,-115.79,311
ABBT0124474,56.6,-115.2,311
ABBT0122362,56.62,-115.86,311
ABBT0119533,56.65,-115.31,311
ABBT0115553,56.64,-115.86,311
ABBT0115067,56.58,-115.76,311
ABBT0114422,56.48,-115.33,311
ABBT0108899,56.63,-115.85,311
ABBT0108897,56.63,-115.85,311
ABBT0106475,56.64,-115.86,311
ABBT0126010,56.7,-115.33,311
ABBT0145959,56.54,-115.59,311
ABBT0144604,56.55,-115.59,311
ABBT0126593,56.34,-115.33,311
ABBT0126591,56.72,-115.19,311
ABBT0126021,56.62,-115.33,311
ABBT0097914,56.58,-115.74,311
ABBT0088507,56.58,-115.36,311
ABBT0050545,56.34,-115.45,311
ABBT0058471,56.44,-115.88,311
ABBT0058766,56.51,-115.33,311
ABBT0066647,56.53,-115.69,311
ABBT0067101,56.38,-115.56,311
ABBT0077001,56.57,-115.38,311
ABBT0081762,56.54,-115.2,311
ABBT0083512,56.5,-115.4,311
ABBT0092792,56.46,-115.67,311
ABBT5790077,56.55,-115.38,311
ABBT0083677,55.75,-115.3,311
ABBT0046999,55.78,-115.1,311
ABBT5790050,56.53,-115.36,311
ABBT7640126,56.52,-115.3,311
ABBT7640171,56.47,-115.14,311
ABBT9981074,56.4,-115.92,311
ABBT0160737,55.91,-115.15,311
ABBT0158033,55.63,-115.24,311
ABBT0157640,55.75,-115.3,311
ABBT0146738,55.74,-115.28,311
ABBT0146735,55.73,-115.3,311
ABBT0146737,55.73,-115.3,311
ABBT0161260,55.53,-114.42,311
ABBT0093536,56.5,-115.39,311
ABBT0097099,56.57,-115.36,311
ABBT0097518,56.46,-115.67,311
ABBT0098785,56.52,-115.64,311
ABBT0107744,56.46,-115.41,311
ABBT0107822,56.46,-115.43,311
ABBT0108934,56.41,-115.39,311
ABBT0113493,56.5,-115.64,311
ABBT0113865,56.47,-115.64,311
ABBT0113880,56.52,-115.72,311
ABBT0120550,56.47,-115.71,311
ABBT0127014,56.54,-115.7,311
ABBT0155306,56.54,-115.37,311
ABBT5790018,56.42,-115.39,311
ABBT5790027,56.5,-115.42,311
ABBT5790044,56.52,-115.37,311
ABBT6440066,55.76,-115.3,311
ABBT0116547,55.75,-115.3,311
ABBT0114886,55.74,-115.3,311
ABBT0114885,55.74,-115.28,311
ABBT0106810,55.75,-115.3,311
ABBT0117117,55.74,-115.3,311
ABBT0125990,55.63,-115.25,311
ABBT0125989,55.73,-115.27,311
ABBT0121669,55.72,-115.27,311
ABBT0121267,55.72,-115.27,311
ABBT0120476,55.74,-115.27,311
ABBT0156076,55.91,-115.08,311
ABBT0091259,56.53,-115.68,311
ABBT0154140,56.9,-114.84,311
ABBT0154141,56.9,-114.86,311
ABBT0156250,56.91,-114.86,311
ABBT6150123,55.35,-114.73,311
ABBT6150090,55.38,-114.74,311
ABBT0160995,55.76,-115.35,311
ABBT0155092,55.57,-114.82,311
ABBT0154559,55.57,-114.8,311
ABBT0147999,55.58,-114.8,311
ABBT0154364,55.54,-114.85,311
ABBT0147981,55.51,-114.8,311
ABBT0117915,55.46,-114.77,311
ABBT0111217,56.53,-115.66,311
ABBT0113922,56.54,-115.71,311
ABBT0119635,56.54,-115.72,311
ABBT0132983,56.52,-115.71,311
ABBT0093968,56.61,-115.14,311
ABBT0096836,56.62,-115.14,311
ABBT0097297,55.54,-115.26,311
ABBT5790016,56.34,-115.35,311
ABBT5790008,56.33,-115.35,311
ABBT5790007,56.34,-115.38,311
ABBT0155781,55.77,-115.68,311
ABBT0125606,56.14,-115.47,311
ABBT0100645,56.37,-115.35,311
ABBT0081611,56.01,-115.44,311
ABBT0075774,55.84,-115.61,311
ABBT0075500,56.02,-115.28,311
ABBT0056086,55.96,-115.41,311
ABBT0049370,56.36,-115.36,311
ABBT0041044,55.78,-115.1,311
ABBT0054719,56.93,-114.82,311
ABBT0041533,56.99,-114.95,311
ABBT6150109,55.46,-114.85,311
ABBT6150096,55.46,-114.85,311
ABBT6150046,55.42,-114.77,311
ABBT0152317,55.43,-114.79,311
ABBT0059210,56.02,-115.2,311
ABBT0080956,56.61,-115.36,311
ABBT0140652,56.48,-115.69,321
ABBT0140657,56.51,-115.35,321
ABBT0141704,56.3,-115.35,321
ABBT0115611,56.65,-115.85,321
ABBT0120057,56.63,-115.86,321
ABBT0121226,56.65,-115.86,321
ABBT0121631,56.66,-115.85,321
ABBT0121632,56.62,-115.84,321
ABBT0121633,56.66,-115.86,321
ABBT0121635,56.63,-115.84,321
ABBT0158186,55.64,-114.66,321
ABBT0137345,56.1,-115.63,321
ABBT8340031,57.1,-114.5,322
ABBT7630040,56.72,-114.42,322
ABBT7340004,57.32,-114.88,322
ABBT9170014,56.07,-115.37,322
ABBT7630029,56.74,-114.42,322
ABBT6440062,55.8,-115.21,322
ABBT5790001,56.36,-115.37,322
ABBT9170001,56.05,-115.34,322
ABBT0058023,56.5,-115.61,322
ABBT0075852,56.44,-115.89,322
ABBT0161371,55.62,-114.71,322
ABBT0155689,55.61,-114.74,322
ABBT0148605,55.63,-114.67,322
ABBT0159972,55.59,-115.04,322
ABBT0158654,55.58,-114.93,322
ABBT0158632,55.61,-115.2,322
ABBT0155268,55.6,-114.96,322
ABBT0150421,55.62,-114.98,322
ABBT0126446,56.61,-115.32,322
ABBT3240001,56.62,-115.78,322
ABBT0160325,56.53,-115.21,322
ABBT0160324,56.55,-115.21,322
ABBT3530017,56.52,-115.61,322
ABBT7640001,56.57,-115.18,322
ABBT7660002,56.92,-115.95,322
ABBT7640131,56.67,-115.25,322
ABBT0102357,56.65,-115.71,322
ABBT6440009,55.89,-115.16,322
ABBT6440015,55.97,-115.33,322
ABBT6440021,55.71,-115.1,322
ABBT5790080,56.49,-115.4,322
ABBT7390005,56.41,-115.86,322
ABBT7640010,56.53,-115.31,322
ABBT3220023,55.81,-115.55,322
ABBT6150065,55.37,-114.64,322
ABBT0048774,56.56,-115.04,322
ABBT0143034,56.01,-115.32,322
ABBT0046584,56.82,-115.4,322
ABBT0055726,56.73,-115.29,322
ABBT0127225,55.58,-115.58,322
ABBT0148044,56.53,-115.16,322
ABBT0147767,55.64,-114.97,322
ABBT0147683,55.63,-114.95,322
ABBT0150275,55.56,-114.81,322
ABBT0127403,56.63,-115.66,322
ABBT0144601,56.54,-115.59,322
ABBT0142712,56.48,-115.32,322
ABBT0121923,56.58,-115.21,322
ABBT0151904,55.65,-114.76,322
ABBT0151815,55.66,-114.99,322
ABBT0097509,56.51,-115.91,322
ABBT0151971,55.54,-114.77,322
ABBT0118851,56.55,-115.73,322
ABBT0121714,56.62,-115.2,322
ABBT0158376,55.56,-114.75,322
ABBT0157644,55.59,-114.82,322
ABBT0157204,55.6,-114.79,322
ABBT0121087,56.48,-115.31,322
ABBT0155921,55.63,-114.89,322
ABBT0154997,55.54,-114.8,322
ABBT0152594,55.55,-114.83,322
ABBT3440048,56.82,-114.77,322
ABBT0144602,56.55,-115.59,322
ABBT0126007,56.91,-115.99,322
ABBT0110115,55.48,-114.77,322
ABBT0044445,56.78,-114.36,322
ABBT0144605,56.56,-115.68,322
ABBT0144606,56.55,-115.61,322
ABBT3440016,56.96,-114.71,322
ABBT0152509,57.24,-114.62,322
ABBT0122579,55.34,-113.02,362
ABBT0041033,55.56,-113.88,362
ABBT0149455,56.87,-115.42,364
