site_ID,lat,lon,site_type
ABBT6850384,53.3,-115.36,311
ABBT6850857,53.34,-115.46,311
ABBT1260026,53.4,-115.07,311
ABBT0104370,54.04,-114.58,311
ABBT0110746,53.23,-114.84,311
ABBT0107709,53.19,-114.73,311
ABBT0140406,53.17,-115.07,311
ABBT0117528,53.14,-115.45,311
ABBT0115350,53.43,-115.82,311
ABBT0114781,53.19,-115.75,311
ABBT0113802,53.08,-114.41,311
ABBT0113345,53.21,-115.76,311
ABBT0112902,53.12,-114.44,311
ABBT0112328,53.07,-114.39,311
ABBT0118182,53.22,-115.76,311
ABBT0111591,53.06,-114.39,311
ABBT0110315,53.07,-114.39,311
ABBT0109569,53.09,-114.41,311
ABBT0109056,53.08,-114.41,311
ABBT0104517,53.06,-114.65,311
ABBT0111549,53.01,-114.7,311
ABBT0150846,53.19,-115.58,311
ABBT0127708,53.07,-114.18,311
ABBT0126123,53.32,-115.24,311
ABBT0126122,53.31,-115.23,311
ABBT0142374,53.38,-115.27,311
ABBT0061542,53.89,-116.81,311
ABBT0155032,54.08,-117.18,311
ABBT0093170,53.44,-116.87,311
ABBT7060067,53.91,-116.86,311
ABBT7060025,53.89,-116.86,311
ABBT7060005,53.9,-116.84,311
ABBT0113498,53.48,-115.82,311
ABBT7730018,53.53,-114.74,311
ABBT0124122,53.54,-114.71,311
ABBT6851363,53.27,-115.62,311
ABBT0050163,53.14,-114.85,311
ABBT0047316,53.11,-114.38,311
ABBT0042334,53.25,-114.35,311
ABBT0095749,53.63,-116.01,311
ABBT0076764,53.61,-115.93,311
ABBT0140405,53.19,-115.16,311
ABBT0100313,53.63,-116.27,311
ABBT0098721,53.63,-116.27,311
ABBT0098471,53.25,-114.36,311
ABBT0097641,53.58,-116.16,311
ABBT0090522,53.95,-116.76,311
ABBT0087726,53.56,-116.13,311
ABBT0087305,53.55,-116.13,311
ABBT0087225,53.55,-116.14,311
ABBT0082623,53.54,-116.13,311
ABBT0082622,53.55,-116.11,311
ABBT0156301,53.57,-116.16,311
ABBT0130357,53.54,-116.12,311
ABBT0082544,53.55,-116.15,311
ABBT0082090,53.83,-116.46,311
ABBT0128800,53.69,-115.78,311
ABBT0125462,53.77,-115.88,311
ABBT0124959,53.77,-115.92,311
ABBT0121283,53.66,-115.79,311
ABBT0081860,53.67,-115.74,311
ABBT0068623,53.95,-116.35,311
ABBT0154362,53.33,-115.31,311
ABBT0154361,53.33,-115.31,311
ABBT0135892,53.69,-116.38,311
ABBT0133905,53.59,-115.94,311
ABBT0132200,53.54,-116.02,311
ABBT0131635,53.05,-115.74,311
ABBT0119004,53.24,-115.44,311
ABBT0114917,53.53,-115.99,311
ABBT0104167,53.16,-115.34,311
ABBT0099218,53.46,-115.87,311
ABBT0099217,53.48,-115.85,311
ABBT0121887,53.38,-114.61,311
ABBT0143314,53.01,-115.29,311
ABBT0136285,53.04,-115.39,311
ABBT0128641,53.4,-116.28,311
ABBT0128640,53.37,-115.86,311
ABBT0128639,53.36,-115.93,311
ABBT0125969,53.15,-116.3,311
ABBT0125968,53.15,-116.3,311
ABBT0124354,53.85,-115.59,311
ABBT1680157,53.08,-116.09,311
ABBT0150419,53.27,-114.56,311
ABBT0150390,53.24,-114.82,311
ABBT0149782,53.45,-114.99,311
ABBT0133876,53.18,-114.37,311
ABBT0101828,53.41,-114.42,311
ABBT0096925,53.17,-114.35,311
ABBT0117310,53.26,-115.78,311
ABBT0153101,53.37,-115.88,311
ABBT0136326,53.27,-115.78,311
ABBT0065687,53.31,-115.69,311
ABBT0066605,53.52,-115.91,311
ABBT0059152,53.16,-115.38,311
ABBT0060244,53.49,-115.52,311
ABBT0064681,53.33,-115.8,311
ABBT0162644,53.59,-116.06,311
ABBT0146036,53.31,-114.08,311
ABBT0067940,53.47,-115.42,311
ABBT0068612,53.46,-115.54,311
ABBT0094159,53.36,-115.67,311
ABBT0114489,53.34,-115.61,311
ABBT0077790,53.33,-115.81,311
ABBT0079295,53.33,-115.79,311
ABBT0081179,53.37,-115.79,311
ABBT0083137,53.16,-115.4,311
ABBT0085364,53.37,-115.59,311
ABBT0048572,53.28,-114.02,311
ABBT0043389,53.16,-114.17,311
ABBT0105517,53.11,-114.64,311
ABBT0108200,53.34,-114.83,311
ABBT0108519,53.11,-115.49,311
ABBT0049334,53.27,-114.01,311
ABBT0120051,53.08,-115.53,311
ABBT0120959,53.05,-115.54,311
ABBT0068969,53.23,-114.03,311
ABBT0108521,53.11,-115.51,311
ABBT0109168,53.12,-115.51,311
ABBT0116961,53.19,-114.81,311
ABBT0117219,53.03,-115.59,311
ABBT0118479,53.1,-115.54,311
ABBT0119569,53.07,-115.56,311
ABBT0120052,53.02,-115.56,311
ABBT0111643,53.34,-114.82,311
ABBT0112093,53.29,-114.68,311
ABBT0112110,53.03,-115.63,311
ABBT0113049,53.33,-114.84,311
ABBT0113405,53.1,-115.54,311
ABBT0113911,53.34,-114.82,311
ABBT0114205,53.11,-115.53,311
ABBT0127026,53.01,-115.26,311
ABBT0114743,53.34,-114.8,311
ABBT0115523,53.05,-114.35,311
ABBT0116960,53.21,-114.8,311
ABBT0140400,53.17,-115.07,311
ABBT6850411,53.36,-115.7,311
ABBT0158651,53.29,-115.8,311
ABBT0132424,53.21,-114.83,311
ABBT0119594,53.09,-115.58,311
ABBT0132423,53.21,-114.83,311
ABBT0132422,53.21,-114.83,311
ABBT0092591,53.19,-116.05,311
ABBT0151683,53.24,-115.32,321
ABBT7060055,53.78,-116.67,321
ABBT0151940,53.37,-115.98,321
ABBT0095827,53.13,-116.17,321
ABBT6850186,53.17,-114.65,321
ABBT3200010,53.53,-116.5,321
ABBT0144209,53.29,-115.62,321
ABBT0090154,53.53,-116.07,321
ABBT0139273,53.19,-114.39,321
ABBT0139272,53.16,-114.34,321
ABBT0139058,53.28,-114.59,321
ABBT0125355,53.82,-115.97,321
ABBT0133877,53.19,-114.38,321
ABBT0132499,53.21,-114.41,321
ABBT0130028,53.18,-114.36,321
ABBT0130027,53.19,-114.39,321
ABBT0159531,53.07,-114.36,321
ABBT0111446,53.15,-114.59,321
ABBT0131602,53.13,-115.55,322
ABBT1260006,53.49,-115.09,322
ABBT1260410,53.47,-115.1,322
ABBT0159227,53.2,-115.65,322
ABBT0126340,53.71,-114.65,322
ABBT0125447,53.7,-116.51,322
ABBT0047779,53.01,-114.43,322
ABBT1260008,53.46,-115.13,322
ABBT0142152,53.79,-115.01,322
ABBT0158180,53.32,-115.3,322
ABBT0157891,53.46,-115.15,322
ABBT0135774,53.73,-116.58,322
ABBT0135944,53.65,-116.67,322
ABBT0105435,53.26,-115.35,322
ABBT0053214,54.07,-116.17,322
ABBT2130002,53.86,-114.79,322
ABBT0086633,53.97,-115.34,322
ABBT0131932,53.11,-114.63,322
ABBT0154572,53.01,-114.37,322
ABBT6850294,53.24,-115.37,322
ABBT0061925,53.72,-116.31,322
ABBT6850305,53.05,-115.11,322
ABBT6850247,53.17,-115.41,322
ABBT6850246,53.25,-115.22,322
ABBT6850243,53.24,-115.3,322
ABBT6850231,53.17,-115.31,322
ABBT6850227,53.28,-115.27,322
ABBT6850251,53.13,-115.39,322
ABBT6850544,53.16,-115.37,322
ABBT6850541,53.22,-115.39,322
ABBT6850531,53.32,-115.24,322
ABBT6850528,53.28,-115.52,322
ABBT6850417,53.04,-115.08,322
ABBT6850416,53.02,-114.84,322
ABBT6850409,53.3,-115.06,322
ABBT6850406,53.27,-114.89,322
ABBT6850383,53.23,-115.5,322
ABBT6850372,53.28,-115.46,322
ABBT6850359,53.27,-115.41,322
ABBT6850358,53.21,-115.44,322
ABBT6850347,53.23,-115.43,322
ABBT6850331,53.22,-115.23,322
ABBT6850312,53.23,-115.26,322
ABBT6850215,53.08,-115.21,322
ABBT0114438,53.11,-114.41,322
ABBT6850001,53.12,-115.24,322
ABBT6850064,53.21,-115.32,322
ABBT6850206,53.08,-115.14,322
ABBT0110738,53.59,-116.55,322
ABBT6850092,53.25,-115.45,322
ABBT6850090,53.26,-115.48,322
ABBT6850088,53.3,-115.42,322
ABBT6850087,53.21,-115.36,322
ABBT6850086,53.25,-115.34,322
ABBT6850005,53.19,-115.27,322
ABBT0470001,53.79,-114.61,322
ABBT6850084,53.25,-115.38,322
ABBT6820046,53.06,-116.1,322
ABBT0112863,53.23,-114.86,322
ABBT0042289,53.37,-115.6,322
ABBT6850015,53.09,-114.97,322
ABBT6850025,53.03,-114.99,322
ABBT6850026,53.07,-114.97,322
ABBT6850027,53.11,-115,322
ABBT6850080,53.08,-114.99,322
ABBT6850149,53.13,-115.07,322
ABBT6850336,53.27,-114.64,322
ABBT0053928,53.47,-115.2,322
ABBT6850155,53.1,-114.94,322
ABBT6850159,53.21,-115.06,322
ABBT6850184,53.18,-114.92,322
ABBT6850256,53.04,-115.12,322
ABBT6850351,53.21,-114.83,322
ABBT6850422,53.27,-114.92,322
ABBT6850526,53.22,-115.13,322
ABBT6850588,53.21,-114.65,322
ABBT6850626,53.02,-115.1,322
ABBT6850672,53.25,-114.79,322
ABBT6850803,53.17,-114.83,322
ABBT0040185,53.07,-116.03,322
ABBT0112283,53.39,-115.69,322
ABBT0113431,53.32,-115.65,322
ABBT0133363,53.2,-115.23,322
ABBT6850565,53.07,-114.82,322
ABBT0127283,53.3,-115.3,322
ABBT0127017,53.22,-115.3,322
ABBT0118625,53.24,-115.58,322
ABBT0158085,53.15,-115.67,322
ABBT0145953,53.13,-115.63,322
ABBT0115626,53.24,-115.69,322
ABBT0129838,53.31,-115.56,322
ABBT0115354,53.26,-115.67,322
ABBT0114467,53.21,-115.57,322
ABBT0133405,53.05,-115.55,322
ABBT0134325,53.15,-115.74,322
ABBT0148040,53.13,-115.69,322
ABBT0114079,53.33,-114.76,322
ABBT0136091,53.25,-115.56,322
ABBT0137654,53.27,-115.66,322
ABBT6850633,53.32,-115.63,322
ABBT0116711,53.35,-115.66,322
ABBT0116764,53.24,-115.62,322
ABBT0119590,53.29,-115.81,322
ABBT0125425,53.31,-115.35,322
ABBT0075538,53.57,-115.35,322
ABBT0129994,53.31,-115.78,322
ABBT4770001,53.37,-114.55,322
ABBT0116416,53.31,-114.53,322
ABBT0107902,53.09,-114.27,322
ABBT0136052,53.25,-114.96,322
ABBT0113437,53.33,-114.77,322
ABBT0126579,53.18,-114.59,322
ABBT0121575,53.02,-115.58,322
ABBT0121577,53.02,-115.54,322
ABBT0121626,53.11,-114.66,322
ABBT0122638,53.02,-115.63,322
ABBT0123047,53.62,-115.38,322
ABBT0129745,53.03,-114.37,322
ABBT0124745,53.13,-115.49,322
ABBT0126582,53.08,-115.58,322
ABBT0126584,53.01,-115.6,322
ABBT0126614,53.04,-115.47,322
ABBT0146082,53.26,-114.47,322
ABBT0148457,53.04,-114.38,322
ABBT0148461,53.05,-114.37,322
ABBT0155107,53.03,-114.41,322
ABBT0131882,53.1,-115.46,322
ABBT2130001,53.85,-114.6,322
ABBT0098966,53.31,-114.78,322
ABBT6850057,53.14,-115.19,322
ABBT0041555,53.74,-115.55,322
ABBT0152329,53.23,-115.69,322
ABBT9640006,53.19,-114.09,322
ABBT6850701,53.18,-114.15,322
ABBT0040986,53.13,-114.16,322
ABBT0091281,53.56,-115.41,322
ABBT0142153,53.29,-114.1,322
ABBT0153644,53.26,-114.1,322
ABBT0046935,53.58,-115.47,322
ABBT0047906,53.29,-115.84,322
ABBT0149449,53.21,-114.45,322
ABBT4160001,53.79,-114.49,322
ABBT6850157,53.27,-114.41,322
ABBT6850326,53.24,-115.4,322
ABBT6850006,53.01,-114.17,322
ABBT6850282,53.08,-114.9,322
ABBT6850314,53.23,-115.16,322
ABBT6850657,53.11,-115.44,322
ABBT6850683,53.04,-114.35,322
ABBT0158447,53.04,-115.31,322
ABBT0057772,53.56,-116.53,322
ABBT6850712,53.01,-115.16,322
ABBT6850680,53.31,-114.97,322
ABBT6850677,53.14,-115.23,322
ABBT6850669,53.08,-115.34,322
ABBT1960001,53.5,-115.65,322
ABBT1960018,53.49,-115.61,322
ABBT1960107,53.52,-115.79,322
ABBT2710030,53.45,-115.55,322
ABBT0158062,53.26,-115.52,322
ABBT6850891,53.31,-115.48,322
ABBT0157533,53.35,-115.51,322
ABBT0156959,53.11,-114.17,322
ABBT0154570,53.26,-114.91,322
ABBT6851207,53.04,-114.42,322
ABBT0143037,53.1,-115.28,322
ABBT0114610,53.39,-115.45,322
ABBT6850505,53.1,-114.32,322
ABBT6850511,53.13,-114.41,322
ABBT6850570,53.1,-114.21,322
ABBT6850608,53.12,-114.45,322
ABBT6850661,53.04,-114.48,322
ABBT0135897,53.1,-114.68,322
ABBT0152657,53.43,-115.6,322
ABBT0137123,53.12,-114.66,322
ABBT0042175,53.48,-114.89,322
ABBT0112934,53.17,-115.14,322
ABBT0057696,53.02,-115.27,322
ABBT0124110,53.25,-114.55,322
ABBT0125314,53.37,-115.79,322
ABBT0125477,53.69,-116.23,322
ABBT0126219,53.48,-115.84,322
ABBT0121599,53.07,-114.23,322
ABBT0127029,53.12,-114.41,322
ABBT0127654,53.36,-115.46,322
ABBT0155055,54.07,-117.16,322
ABBT0126280,53.69,-116.24,322
ABBT0115545,53.51,-115.85,322
ABBT0113892,53.26,-115.67,322
ABBT1960024,53.48,-115.76,322
ABBT0112308,53.78,-115.77,322
ABBT0113124,53.16,-114.68,322
ABBT0120958,53.31,-115.7,322
ABBT0085462,53.09,-114.77,322
ABBT0117038,53.67,-116.22,322
ABBT0129298,53.68,-116.24,322
ABBT0154833,54.07,-116.79,322
ABBT0147813,53.31,-115.35,322
ABBT0147895,54.06,-116.79,322
ABBT0152559,54.08,-116.8,322
ABBT6850089,53.25,-115.56,322
ABBT2710009,53.43,-115.46,322
ABBT2710023,53.42,-115.38,322
ABBT0160862,53.2,-114.76,322
ABBT6850187,53.23,-115.51,322
ABBT0093711,53.26,-115.34,322
ABBT6850846,53.19,-115.62,322
ABBT6850718,53.2,-115.6,322
ABBT6850589,53.3,-115.55,322
ABBT6850573,53.33,-115.48,322
ABBT6850559,53.37,-115.39,322
ABBT6850540,53.31,-115.52,322
ABBT6850536,53.3,-115.47,322
ABBT0160860,53.2,-114.44,322
ABBT0160861,53.05,-114.2,322
ABBT0134703,53.04,-114.19,322
ABBT0130165,53.7,-116.27,322
ABBT0132249,53.09,-115.49,322
ABBT0129495,53.31,-115.76,322
ABBT0129293,53.12,-115.49,322
ABBT0130212,53.69,-116.26,322
ABBT0129299,53.69,-116.2,322
ABBT6850561,53.16,-115.53,322
ABBT6850405,53.17,-115.47,322
ABBT6850392,53.14,-115.45,322
ABBT6850367,53.14,-115.42,322
ABBT0125687,53.08,-115.49,322
ABBT0115015,53.2,-115.76,322
ABBT0138689,53.64,-116.22,322
ABBT0113665,53.14,-115.46,322
ABBT0113470,53.31,-115.3,322
ABBT0113331,53.11,-114.44,322
ABBT0143579,54.06,-116.8,322
ABBT0115600,53.04,-114.66,322
ABBT6851114,53.04,-115.36,322
ABBT0121864,53.23,-115.66,322
ABBT0120923,53.24,-115.9,322
ABBT0131942,53.19,-114.42,322
ABBT0119410,53.31,-115.78,322
ABBT0132446,53.15,-114.56,322
ABBT0118419,53.15,-115.46,322
ABBT0153676,53.16,-115.1,322
ABBT6850031,53.04,-115.02,322
ABBT0120445,53.07,-115.49,322
ABBT0106622,53.35,-115.69,322
ABBT0103396,53.08,-114.3,322
ABBT0087168,53.12,-114.96,322
ABBT0131180,53.28,-114.6,322
ABBT0136087,53.06,-114.23,322
ABBT6850115,53.03,-114.99,322
ABBT6850068,53.07,-115.17,322
ABBT6850037,53.07,-114.94,322
ABBT6850013,53.11,-115.22,322
ABBT6850011,53.11,-115.11,322
ABBT0063139,53.16,-114.67,322
ABBT0040518,53.17,-114.5,322
ABBT0041443,53.07,-114.66,322
ABBT0133923,53.53,-114.75,322
ABBT6850124,53.01,-115.01,322
ABBT6850377,53.07,-115.36,322
ABBT6850374,53.28,-115.23,322
ABBT6850327,53.12,-114.9,322
ABBT6850322,53.21,-114.88,322
ABBT6850320,53.14,-114.94,322
ABBT6850318,53.03,-115.18,322
ABBT6850295,53.05,-114.93,322
ABBT6850257,53.15,-115.08,322
ABBT6850172,53.22,-114.56,322
ABBT6850135,53.12,-115.18,322
ABBT6850129,53.02,-114.93,322
ABBT6850126,53.05,-114.99,322
ABBT6850378,53.1,-114.86,322
ABBT6850532,53.13,-114.83,322
ABBT6850652,53.17,-114.6,322
ABBT6850623,53.12,-114.72,322
ABBT0084856,54.05,-115.67,322
ABBT0106710,53.11,-114.36,322
ABBT0106709,53.1,-114.31,322
ABBT7060027,53.72,-116.63,322
ABBT0111569,53.38,-115.73,322
ABBT0110310,53.07,-114.25,322
ABBT0095359,53.07,-114.79,322
ABBT0143229,53.77,-115.76,322
